"LS"" 09 37g 3s",,
ICHABOD CRANE MIDDLE SCHOOL -Grade 6- 2017-2018,,
Welcome to 6 grade. Below you will find a list of supplies needed by each student in grade 6.,,
Please label all supplies with your name and homeroom! Thank you o,,
Grade 6 Mini -Teams:,,
Team 6R1- Mrs. Milot- HR 203 & Mrs. Tollerton- HR 204,,
Team 6R2- Mrs. Gold- HR 205 & Mrs. McNeil- HR 206,,
Team 6R3- Mrs. Ireland- HR 207 & Mrs. Rickert- HR 208,,
Grade 6 Supplies:,,
"All 6th grade teachers request the following basic supplies. If you have trouble finding something, substitute",,
with a similar item (NO TRAPPER KEEPERS OR ACCORDION FOLDERS).,,
"General u Zippered pencil pouch, preferably one that attaches inside a 3 ring binder",Zippered pencil pouch,1
Supplies u #2 pencils with erasers (2 doz. to start),pencils,Multiple
o Hand held pencil sharpener (We do not have them.),Hand held pencil sharpener,1
o Highlighters (2),Highlighters,Multiple
o Colored pencil set of 12,Colored pencil,12
u Black ultra -fine line markers (2),Black ultra fine line markers,1
o Glue sticks,Glue sticks,Multiple
"o Loose-leaf paper (4 pkgs. to start, replenish as needed)",Loose leaf paper,1
o Cap erasers,Cap erasers,Multiple
• Box of facial tissues (1),facial tissues,Multiple
"o Pkg. of 4 x 6 white, lined index cards",white lined index cards,1
"ELA o 1"" Red 3 -ring binder",Red ring binder,1
o 1 set of 5 tab dividers,tab dividers,Multiple
o Red composition notebook,Red composition notebook,1
"Math o 1"" Blue 3 -ring binder",Blue ring binder,1
u 4 Function calculator (optional),Function calculator,1
o 1 set of 5 tab dividers,tab dividers,Multiple
o Blue composition notebook,composition notebook,1
o Blue one -subject spiral notebook,spiral notebook,1
"Science o 1"" Green 3 -ring binder",ring binder,1
o 1 set of 5 tab dividers,tab dividers,Multiple
"Social Studies o 1"" Black 3 -ring binder",ring binder,1
o 1 set of 5 tab dividers,tab dividers,Multiple
"Homeroom u 2"" White 3 -ring binder with pocket folder inside.",ring binder,1
Reading o Purple heavy Duty plastic folder,plastic folder,1
"• 1"" Purple 3 -ring binder & composition notebook- w/ Infantino or. Rathke",composition notebook,1
"If you have any questions or concern►, please call the School office at 758-7676. Sec you in September!! 0",,
