Grac THREE
0 • 5 Composition notebooks,Composition notebooks,5
• 4 folders with pockets and prongs (vinyl only),folders,4
• 5 packs wooden pencils with erasers *,pack wooden pencils,5
• 3 dry erase markers * (dark colors only please),dry erase markers,3
Dks) • 2 boxes of crayons (24 count or Tess) *,crayons,Multiple
• 12 glue sticks *,glue sticks,12
• 3 boxes Kleenex (250 count or more please),Kleenex,3
• 2 Clorox wipes,Clorox wipes,2
• Erasers,Erasers,Multiple
-
• 3 packs wide ruled notebook paper,pack wide ruled notebook paper,3
• 1 pair scissors,scissors,1
• 1 pencil bag (no boxes please),pencil bag,1
• Ear buds or headphones (for iPads). Place in a labeled,Ear buds headphones Place labeled,Multiple
Ziploc bag.,Ziploc bag,1
For Students in Room 204 ONLY:
• 3 Ring Binder (1 inch),Ring Binder,3
• 1 3 -Pack of Play -doh,Pack Play,1
For Students in Room 200 & 201 ONLY:
• 1 pencil sharpener with lid,pencil sharpener,1
• Colored Pencils,Colored Pencils,Multiple
KEEP AT HOME FOR HOMEWORK:
• Pencils,Pencils,Multiple
• Ruler,Ruler,1
• Addition/Subtraction/Multiplication/Division,Addition Subtraction Multiplication Division,1
Flashcards,Flashcards,Multiple
