"Ma ac y, anc '=is ler on y"
Ear buds,Ear buds,1
Third
"4 DouDPocket On y Fo' c ers l;Rec Ye ow, Green,",Rec Green,4
Blue'► <,Blue,1
5 Marble Composition Books,Marble Composition Books,5
1 Spiral notebook i;1 subject'),Spiral notebook subject,1
"1 5"" Fiskar Scissors",Fiskar Scissors,1
1 Pre -sharpened Colored Pencils 12 ct,sharpened Colored Pencils,1
"1 pack of markers 10 ct (no Sharpies or Flair Pens,`1",pack markers,1
2 dry erase markers,dry erase markers,2
1 Pack of glue sticks,Pack glue sticks,1
1 Pencil Bag or box,Pencil Bag,1
1 Fluorescent Yellow Highlighter,Fluorescent Yellow Highlighter,1
4 2 packs of 12 pre -sharpened #2 Ticonderoga Pencils,pack sharpened Ticonderoga Pencils,4
2 Pink Beveled Eraser,Pink Beveled Eraser,2
1 Box of tissues,tissues,1
1 set of Earbuds (in a Ziploc bag labeled with name),Earbuds,1
1 magazine holder (cardboard is fine),magazine holder,1
