3rd Grade
PERSONAL SUPPLIES - Please put name on these supplies,Please put name these,1
410 2 composition books,composition books,410
""" package of markers",markers,Multiple
4.1 box Crayola Crayons (24 count),Crayola Crayons,4
1 crayon/pencil bag (nylon only),crayon pencil bag,1
ap pair Fiskar scissors,Fiskar scissors,Multiple
CONSUMABLE SUPPLIES -Do Not label with names
3 dozen #2 pencils (sharpened),pencils,3
alMechanical Pencils (with lead)are optional for personal use IN ADDITION to th t.:2 pencils
2 grading pens,grading pens,2
2 large pkg notebook paper - wide rule,large notebook paper wide rule,2
"4 ,2 Big pink retangular erasers",Big erasers,4
...0•3 glue sticks,glue sticks,3
3 post -it pads any size,post pads any size,3
*8 bottom pocket folders WITH FASTENERS,bottom pocket folders WITH FASTENERS,8
"(2 yel ,1 p le,1 It 1 orange,1 ljekt**no printed or decor Fcr'"
0.3 boxes of facial tissue,facial tissue,3
1 Disinfecting wipes,Disinfecting wipes,1
1 Box of Band-Aids,Band Aids,1
1 Gallon Zip -Lock (Last name A -L),Zip Lock,1
1 Snack Size Zip -Lock (last name M -Z),Snack Size Zip Lock,1
sr 1 pack Expo dry erase markers,pack Expo dry erase markers,1
ge) 1 1 inch binder,inch binder,1
1 Bottle of Hand Soap (last name A -L),Hand Soap,1
"range, 1 Bottle of hand Sanitizer (last name - M -Z)",range hand Sanitizer,1
41111 highlighters,highlighters,41111
ART
lst
2nd
3rd
Music
4th
6th
Physical Education
gr. 1 bottle of glue (4oz) K - 6th Grades - Good running shoes,glue Good running shoes,1
gr. 2 large glue sticks,large glue sticks,Multiple
gr. 1 package of fine or ultra -fine black S,fine ultra fine,1
Sharpie markers,Sharpie markers,Multiple
gr. 1 Soprano Baroque Recorder,Soprano Baroque Recorder,1
"gr. 1 3 -ring binder 1""",ring binder,1
