Cenci pox,pox,1
Crayons,Crayons,Multiple
Co orec penci s
Was la D e il.arkers,Was,1
No. 2 penci s
3a point yens,point yens,Multiple
Cenci s larpener
Erasers,Erasers,Multiple
G ue sticks,sticks,Multiple
2u er
3 unt-ti Dpec scissors,scissors,3
3 astic 1:0 c ers
Assortec construction,construction,1
Da Der,Der,1
Wic e-ru ec note Doo <,note,1
or Da Der,Der,1
nc ex carc s
'issues,issues,Multiple
3ack pack,pack,1
_unc 1 Dox or bag,bag,1
