7 grade
• (2) Spiral Notebooks,Spiral Notebooks,Multiple
• (2) Folders,Folders,Multiple
• Pens or mechanical Pencils,Pens mechanical Pencils,Multiple
• (1) 12 -Count Colored Pencils,Colored Pencils,2
• Box of Tissues,Tissues,Multiple
• 12 Count Color Penci,Color,12
"• 1 -inch, 3 -Ring Binde",inch Ring,1
• Pack of 5 Dividers,Pack Dividers,Multiple
• Loose Leaf paper,Loose Leaf paper,1
• Box of Tissues,Tissues,Multiple
