3RD GRAffl:
2 boxes crayons (24 count),crayons,2
"24 ,12 wooden yellow pent",wooden pent,24
1 small children's pointed s,small children pointed,1
1 pkg. of 4 glue sticks,glue sticks,1
"1 bottle 4 oz, school glue",glue,1
heavy-duty zipper pouch f,heavy duty zipper pouch,1
2 composition books,composition books,2
iral wide -rule (1 subject;,wide rule,1
1 box ofquart bags,bags,1
1 box of gallon bags,box bags,1
"Arria c.,'12 e nF."
