de01903704. choolwires.net,net,1
24 ##2 pencils plain yellow,pencils plain,24
1 pair of blunt scissors,blunt scissors,1
Pencil case (First grade only),Pencil case,1
Kindergarten and First Grade,Kindergarten,Multiple
2 boxes of crayons,crayons,2
6 pack of glue sticks,pack glue sticks,6
2 two -pocket folders,two pocket folders,2
2 Composition books (Kindccarten Only),Composition books,2
Second Grade
"24 #2 yellow ncncils, (no mechanical 1 box of crayons or colored pencils (no",mechanical crayons colored pencils,24
pencils) will become shared classroom supply markers)
1 pair of blunt scissors (label with name) 6 pack glue sticks (no bottles),blunt scissors label,1
1 pencil zipper case (no box cases please) 3 two -pocket folders w/prongs inside (solid,pencil zipper case cases please two pocket prongs,1
"colors, no designs)",colors designs,Multiple
1 pack of eraser tops or large erasers (to share with class),pack eraser tops large erasers,1
24 #2 Pencils — Plain yellow,Pencils Plain,24
Third Grade
1 box of crayons or colored pencils,crayons colored pencils,1
1 pencil zipper case (no boxes please) 1 highlighter,pencil zipper case highlighter,1
