Diplomat Elementary School,Diplomat,1
2017 - 2018
Thlrd Grade Supply List
Ali '4%\tiv4t}► cc+lt ile t t44011Mt etenViltdry Rin nei Wch will be available at Open House.
• : pikk'1.40 l ik ondefoga pencils,pencils,Multiple
• t hkA oovoils % h :4 count
• t h4 \ ‘ olot ci pencils,pencils,Multiple
• A 4 aloe nth ka,aloe nth,Multiple
"• FLAsrfc pockot folders with prongs (blue, red, yellow, green,",folders,Multiple
• p.ickAges cat wide ruled notebook paper
• 1 pair cat scissors,cat scissors,1
• .' Kimble composition notebooks,Kimble composition notebooks,Multiple
• .1 pencil pouch (NO BOXES PLEASE),pencil pouch,1
"• 1 package 3"" Gride D'Nealiain writing paper",writing paper,1
• .1 1 • inch binder with pockets - dear insert front,inch binder,1
"• 1 package black dry erase markers (Expo, chisel tip)",dry erase markers,1
• 2 highlighters,highlighters,2
• 1 package multiplication cards,multiplication cards,1
• Cap and large pink Erasers,Cap and large Erasers,1
"• Plastic Boggles Boys - Gallon, Girls- Quart"
• Tissues,Tissues,Multiple
• 1 pair of Earbuds/headphones (No Bluetooth),Earbuds headphones,1
"Wt,A Last"
• Copy paper,Copy paper,1
• Baby wipes,Baby wipes,Multiple
• Shoot protectors,Shoot protectors,Multiple
