Elmers disappearing purple school glue washable 5 pack
composition notebook,composition notebook,1
dixon ticonderoga wood cased yellow box of 12,wood cased,12
"staples better 1.5 -inch 3 ring veiw binder, blue"
7 JAM Paper 2 Pocket 3 Hole Punched Plastic Presentation School Folder,JAM Paper Pocket Hole Punched Plastic Presentation Folder,7
post it notes,post notes,Multiple
"EXPO low odor dry erase markers blt,L,"
1 box of Kleenex,Kleenex,1
1 box of washable markers,washable markers,1
4 Mead spiral notebook wide ruled,Mead spiral notebook wide ruled,4
Texas instruments TI-30XS MultiVeiw Scientific calculator,Texas instruments Scientific calculator,Multiple
"Staples better 1.5 -inch 3 ring veiw binder, teal"
2 Avery Ready index table of contents dividers 10 tab set,Avery Ready index table contents dividers tab,2
sharpies accent retractable highlighters chisel tip assorted colors 8 count
swingline tot stapler with built in staple remover,tot stapler,1
index cards,index cards,Multiple
uni-ball 207 colors retrctable gel pens 8 count
Pint{ ci 'S(',Pint,1
f ? cdj
"r''y ),"
Dv-
