1 1 Pencil pouch,Pencil pouch,1
—� Blue or black pens,Blue pens,Multiple
No. 2 pencils,pencils,Multiple
Pencil sharpener,Pencil sharpener,1
Highlighters,Highlighters,Multiple
Permanent,Permanent,1
markers,markers,Multiple
Erasers,Erasers,Multiple
""""" wee -ring incDer",wee ring,1
^free -10 e- DUnC 1,free,1
Gran pa Der,Gran Der,1
Su D'ect c ivic ers
nc ex cards,cards,Multiple
:o ers
1 __1 Loose-leaf paper,Loose leaf paper,1
or spiral notebooks,spiral notebooks,Multiple
1 1 Glue,Glue,1
Post -its,Post its,1
White -Out
Protractor & ruler,Protractor ruler,1
Scissors,Scissors,Multiple
Graphing ca icu Bator
Coa Dination ock
persona organizer/,persona organizer,1
ca endar
3ook socks,socks,Multiple
Backpack,Backpack,1
_unch bag,bag,1
