5th Grade
1 roll of Scotch Tape,roll Scotch Tape,1
Art box/Pencil Case,Art box Pencil Case,1
to carry,carry,1
Cherokee Cash and Supplies,Cherokee Cash,1
5 dozen SHARPENED No. 2,SHARPENED,5
pencils with erasers,pencils,Multiple
1 package eraser caps,eraser caps,1
1 package
SHARPENED colored pencils,SHARPENED colored pencils,Multiple
1 package washable markers,washable markers,1
2 packages
Expo colored dry erase,Expo colored dry erase,1
markers (CHISEL TIP),markers,Multiple
1 pointed tip scissors,pointed tip scissors,1
4 glue sticks,glue sticks,4
2 BLACK Sharpie markers,BLACK Sharpie markers,2
"1 package of index cards,",index cards,1
3x5
