DESCIIIPTION QUANTITY,QUANTITY,1
STANDARD LETTER CLIPS 1 s',STANDARD LETTER CLIPS,Multiple
CrAYOLA CRAYONS 24CT 1 ✓,CRAYONS,1
ASST HEAVY DUTY MASTIC POCKET ONLY FOLDER ✓
EL MEN - O 77 OZ. ru GRAM) GLUE STICI( 2 we
CRAYOLA WASH FINE Tom' ('L ASSIC PAARICERS SCT 1 f,CRAYOLA WASH FINE Tom,1
NDE RULE 8LIPcK MARBLE COIF BOOK MCI 2 ✓,RULE MARBLE COIF BOOK MCI,2
CRAYOLA WASHABLE YIMTERCOLORS B CT 1 v,CRAYOLA WASHABLE,1
NO2 DIXON TICONDEKOGA PRESHARPENED PENCIL 24 1,DIXON PENCIL,1
"CnAYO A 7' COLORED PRESHARPENED PENCILS 12CT 1 ,/'",COLORED PENCILS,Multiple
"5"" SHARP SCISSORS",SHARP SCISSORS,5
Z
"STERIUTE RULER 13XS.25X2.5 (BULK) 1 ,r'",RULER,1
PINK BEVEL ERASER (LATEX FNEE) 1 ',PINK BEVEL ERASER,1
"1 ` ASST H RDWI CK VVIYL BINDER 1 """,ASST BINDER,1
3X5 RUI Fn WHITE INDEX CARDS IOOCT 1 e,WHITE INDEX CARDS,Multiple
ELMER'S 40Z SCHOOL GLUE 1 te,ELMER GLUE,1
4 PACK FINE TIP DRY ERASE VM1ITE BO ‘RD MARKER 1 1,PACK FINE TIP DRY ERASE MARKER,4
