DESCRIPTION QIU Y,DESCRIPTION,1
STANDARD LE i TER CLIPBOARD t .f,STANDARD CLIPBOARD,1
CRAYOLA CRAYONS 24CT 1 ✓,CRAYOLA CRAYONS,1
ASS T HEAVY DUTY PLASTIC POCKET ONLY FOLDER 7 e
ELMER'S 0 77 OZ (22 GRAM) GLUE STICK 2,ELMER GLUE STICK,2
CRAYOLA WASH FINE TIP CLASSIC IWiARKE RS 8C T 1,CRAYOLA WASH FINE TIP CLASSIC,1
VIE RULE BLACK MARBLE COMP BOOK 1000 2 *',VIE RULE BLACK MARBLE COMP BOOK 1000,2
CRAYOLA WASHABLE WATERCOLORS 8 CT 1 V,CRAYOLA WASHABLE WATERCOLORS,Multiple
P402 DIXON TICONDEROGA PRESHARPENED PENCIL 24 .r,DIXON TICONDEROGA PENCIL,1
"CRAYOLA r COLORED PRESHARPENED PENCILS 12CT ,r",CRAYOLA COLORED PENCILS,Multiple
"FISKARS S"" SHARP SCISSORS 1",SHARP SCISSORS,1
STERILITE RULER SCHOOL BOX 13X6 253(2 5 (BULK; 1,RULER 253,5
PINK BEVEL ERASER CLATEX FREE: 1 ✓,PINK BEVEL ERASER FREE,1
ASS T t K VINYL MINOE R 1 1,ASS VINYL,1
3X5 RULED MATE INDEX CARDS 1 OXC T 1 r,RULED MATE INDEX CARDS,Multiple
ELME R'S 40Z SCHOOL GLUE ✓,GLUE,1
4 PACK FINE TIP DRY ERASE WHITE BOARD MARKER T r,PACK FINE TIP DRY ERASE WHITE BOARD MARKER,4
