Grade Z
tirade },tirade,1
"1 erne risch 1 r, !w-ktr♦"
"Wartrnan 4r. a t'leair.•s '•e,- „-r.t"
g ym hw.es ;ter be tent as s< t,tent,1
crayons,crayons,Multiple
"20 persols and pen. -1t Mt feria sta""lar,i rerio.r Piero%+r"
large erasers,large erasers,Multiple
1 large hr.ttle of where pl;re,large where,1
large box of tissues to he shared earth crass,large tissues shared earth crass,Multiple
parts shin,parts shin,Multiple
1 pack loose lea( paper v.uie ruled,pack loose lea,1
sctasors
3 pocket folders with prongs,pocket folders,3
colored pencils,colored pencils,Multiple
3 glue sleeks,glue sleeks,3
markers,markers,Multiple
1 box small or large Ztploc bags,small large bags,1
1 box of small Zsploc bags,small bags,1
water color paint set,water color paint,1
1 pkg. black pens,pens,1
ruler,ruler,1
art shirt (to be kept at school),art shirt,1
1 highlighter,highlighter,1
5 black dry erase markers and eraser/cloth,dry erase markers and eraser cloth,5
5 composition notebooks,composition notebooks,5
2 containers disinfectant wipes,containers disinfectant wipes,2
3 pkgs. of 3 x 3 Post-lt notes,Post notes,3
1 pkgs. lined index cards,lined index cards,1
Grade 4
Walkman Style Headphones (required),Walkman Style Headphones,Multiple
3 wide -ruled spiral tebooks (not 3 -subject notebooks)k,wide ruled spiral,3
2 glue sticks s,glue sticks,2
paint shirt for art,paint shirt,1
regular markers kC,regular markers,Multiple
gym shoes (inexpensive) to be kept at school
5 pocket folders,pocket folders,5
erasers and 24 #2 pencils,erasers and pencils,Multiple
crayons Nct,crayons,Multiple
bottle of white glue,glue,1
box of tissues,tissues,Multiple
scissors,scissors,Multiple
12 in. ruler with inches and centimeters,ruler,12
pencil bag/box,pencil bag box,1
"3 red pens, 3 blue pens, 3 black pens",red pens blue pens pens,3
1 large box of quart size Ziploc Bags,large quart size Ziploc Bags,1
2 highlighters,highlighters,2
colored pencils,colored pencils,Multiple
3 composition notebooks,composition notebooks,3
1 cube of 2x2 Post -It notes,cube Post notes,1
dry erase markers,dry erase markers,Multiple
phvst 1t not'
'Walkman,Walkman,1
cr•Ykrns
t or 2L+(`
colosa:d p
3 %arse p
vaunt silt,vaunt silt,1
'Zkptos:Y.
1 dry et,dry,1
wane,wane,1
lutist 1
4 spoil,spoil,4
4 pool,pool,4
2 %use,use,2
"t O r,"
2 roc
tow
con
Olt
21
