• Pencils or Pen with and eraser
• 2 Compositions per Qua,Compositions per Qua,2
• 1 folder per Quarter,folder per Quarter,1
• Pack of flash cards,Pack flash cards,Multiple
• A box of tissues each Quarter
• 5 black and white composition books,black and composition books,5
• 4 two pocket folders 1 box of ink pens,two pocket folders ink pens,4
• Merriam -Webster collegiate dictionary and thesaurus,Merriam Webster collegiate dictionary and thesaurus,1
• Highlighters,Highlighters,Multiple
"• 8""X11"" drey erase board markers",erase board markers,8
• Colored pencils,Colored pencils,Multiple
• 2 packs of index cards,pack index cards,2
• 4 packs of the Iinec Da per,pack the per,4
• 2 iboxes of tissues 1 Dott e o1: sanitizer,tissues sanitizer,2
