1 box of crayons (24 count),crayons,1
2 packs of eraser caps (12 count),pack eraser caps,2
set of earbuds,earbuds,Multiple
1 pair of children's scissors,children scissors,1
2 g tie sticks,tie sticks,2
pack of dry erase markers (4 pack),pack dry erase markers,Multiple
1 pack of notebook paper (wide rule),pack notebook paper,1
4 pocket fo ders (plastic),pocket,4
1 pack of high fighters 1;4 count),pack high fighters,1
"8 ""cow"" composition notebooks",cow composition notebooks,8
1 one -inch 3 ring binder,one inch ring binder,1
1 pack of 5 tab dividers,pack tab dividers,1
