lit \1\\;.\\,lit,1
r Marten Supply Lis,Marten,Multiple
2 ::17-2011
2 Pink Pearl erasers,Pink Pearl erasers,2
4 packs of Crayola crayons (24 count),pack Crayola crayons,4
10-12 Ttcsnderoaa pencils,pencils,10
I pack off 2 BLACK large Expo markers,pack off BLACK large Expo markers,1
I
bo i i le of hand-sanitizer (10 oz. or larger),hand sanitizer,1
2 containers of Clorox disinfecting wipes,containers Clorox disinfecting wipes,2
I boxes of He£ty One Zip gallon sized bags,boxes One Zip sized bags,Multiple
2 boxes of snack sized bags,snack sized bags,2
2 boxes of Facial tissues,Facial tissues,2
I Large pack of Elmer's disappearing purple
school glue (or 12 sticks),glue,1
4 small containers of Play -Doh any color,small containers Play any color,4
4 Sturdy pocket Folders (FiveStar brand WI 1 h,Sturdy pocket Folders,4
"inside pocket is preferable. Characters, Themes,"
and designs are welcomed i hough ® )
1 1 Inch hard black 3 ring binder,Inch hard ring binder,1
1 Change of clo i h yes labeled in a gallon Ziploc bag
"• P eas wr - y chi d's name on -- ouJ, side of",chi name side,Multiple
a` supp ies.,supp,1
