Miss Maxon's Third Grade Supply List,Miss,1
1. 8 black -and -white marble notebooks; labeled with child's full name and/or:,and white marble notebooks labeled,1
"""English tanguage Arts,""""]Duman; ""'Mathematics,""Religion; 'Science,""Salon",English Mathematics Religion Science Salon,Multiple
"Studies,"" ""Spanish,"" and ""Spelling"""
"2. 2 plastic folders; labeled with child's full name and ""Class Work"" and 'Spanish'"
3. 2 24 -packs of pre -sharpened pencils,packs sharpened pencils,3
4. 2 packages of non -erasable black pens with caps,non erasable pens,4
5. 2 24 -packs of crayons,packs crayons,5
5. 3 packages of white computer paper,computer paper,5
7. 3 containers of Lysol (or other name brand) dinning wipes,containers Lysol dinning wipes,7
B. 2 boxes of tissues,tissues,Multiple
9. 2 rolls of paper towels,rolls paper towels,9
10.2 Dump -top bottles of hand sanI0eer,Dump top hand,10
11. 1 package of paper plates,paper plates,11
12. 1 12 -inch ruler with centimes side,inch ruler,12
