tv 1
o 10 marble notebooks- A bso I,marble notebooks,Multiple
( utely NO  notebooks!),notebooks,Multiple
)
o 2 packs of wide -ruled lined,pack wide ruled lined,1
paper (loose leaf),paper,1
o A ream of copy paper,ream copy paper,1
o A homework pad,homework pad,1
o A package of post -it notes,post notes,Multiple
4 Grade Sum,Sum,4
)Iv d! for 2017
List
". S 121 The Throop School, Bronx,18",21 The Bronx,18
"1,1 II ii,911,11,i,11111",911 11111,1
"NY ' ♦ ..i',1111,11"
+. l C4 6 . 1
)
"o 4- 2 pocket folders (,1 green, 1 yellow, l blue, and 1 orange)",pocket folders,Multiple
o 1 Accordion style folder (make sure it has at least 6 pockets),Accordion style folder,1
o A 'pocket -sized dictionary and thesaurus (all -in -one reference tool),pocket sized dictionary and thesaurus,1
"o 1 yellow notepad (8.5"" x 11"")",notepad,1
o A box of pencils (Absolutely NO mechanical pencils!),pencils,Multiple
o 1 red pens,pens,Multiple
o 1 blue pens,pens,Multiple
o 2 highlighters (different colors),highlighters,Multiple
o A package of glue sticks,glue sticks,Multiple
"o One set of crayons, or colored pencils",One crayons colored pencils,Multiple
your su lies (No metal or plastic boxes alp,your lies,Multiple
o
A sma pencil case to hold pp
q
41
desk),desk,1
o A ruler with centimeters (cm) and inches (in),ruler,1
A protractor (for home use),protractor,1
_
