.. School Bag/Backpack,Bag Backpack,1
. Scientific Calculator,Scientific Calculator,1
. Dry Erase Markers,Dry Erase Markers,Multiple
. Louse Leaf Paper
". College Rule, 1 subject notebook for Enc",College Rule subject notebook,1
. 1 wo Pocket Folders (8 any color),Pocket Folders,1
. 3 inch Binder or trapper,inch Binder trapper,3
. Gym Shoes — Non Marking
. scissors,scissors,Multiple
• Jumbo Glue Sticks,Jumbo Glue Sticks,Multiple
• Kleenex,Kleenex,1
"• : , Wipes",Wipes,Multiple
• 4:: i'
• Nu
• Curnposition Book—FACS class only
• 2 <praph Paper Notebooks,Paper Notebooks,2
Gr�� 9.12
Sch Bag/Backpack,Sch Bag Backpack,1
"I, r"
• �EnCI15
