4 Grade Supply List
Minneola Elementary
2 packs of wide ruled notebook paper,pack wide ruled notebook paper,2
3 packs of pencils,pack pencils,3
1 pack dry erase markers,pack dry erase markers,1
I pack 24 count crayons,pack crayons,Multiple
2 highlighters,highlighters,2
1 pencil box,pencil,1
1 pair of scissors,scissors,1
1 pack of markers (8 count),pack markers,1
1 packs of 3x5 index cards,pack index cards,1
1 sticky notes (3x3 inch),sticky notes,1
1 pack of large pink erasers,pack large erasers,1
1 box of Ziploc bags: boys quart/ girls gallon,box Ziploc bags boys quart girls,1
"5 wide ruled spiral notebooks(yellow, black, green, red, purple)",wide ruled spiral notebooks,5
10 plain pocket folders,plain pocket folders,10
